* Measurement data measured by REW V5.20.3
* Source: Trace Arithmetic result A / B
* Format: Trace Arithmetic result A / B
* Dated: Oct 14, 2021 5:19:55 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Excess phase copy of Vector average Cal file effects included No LF tail No HF tail
* Measurement: Vector average-EP
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 2.1972656 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
6877.807617 0.010 -0.6455
6878.173828 0.010 -0.6456
6878.540039 0.010 -0.6457
6878.906250 0.010 -0.6457
6879.272461 0.010 -0.6458
6879.638672 0.010 -0.6458
6880.004883 0.010 -0.6459
6880.371094 0.010 -0.6459
6880.737305 0.010 -0.6460
6881.103516 0.010 -0.6460
6881.469727 0.010 -0.6461
6881.835938 0.010 -0.6462
6882.202148 0.010 -0.6462
6882.568359 0.010 -0.6463
6882.934570 0.010 -0.6463
6883.300781 0.010 -0.6464
6883.666992 0.010 -0.6465
6884.033203 0.010 -0.6465
6884.399414 0.010 -0.6466
6884.765625 0.010 -0.6467
6885.131836 0.010 -0.6467
6885.498047 0.010 -0.6468
6885.864258 0.010 -0.6469
6886.230469 0.010 -0.6469
6886.596680 0.010 -0.6470
6886.962891 0.010 -0.6471
6887.329102 0.010 -0.6471
6887.695312 0.010 -0.6472
6888.061523 0.010 -0.6472
6888.427734 0.010 -0.6473
6888.793945 0.010 -0.6474
6889.160156 0.010 -0.6474
6889.526367 0.010 -0.6475
6889.892578 0.010 -0.6476
6890.258789 0.010 -0.6476
6890.625000 0.010 -0.6477
6890.991211 0.010 -0.6477
6891.357422 0.010 -0.6478
6891.723633 0.010 -0.6479
6892.089844 0.010 -0.6479
6892.456055 0.010 -0.6480
6892.822266 0.010 -0.6481
6893.188477 0.010 -0.6481
6893.554688 0.010 -0.6482
6893.920898 0.010 -0.6482
6894.287109 0.010 -0.6483
6894.653320 0.010 -0.6484
6895.019531 0.010 -0.6484
6895.385742 0.010 -0.6485
6895.751953 0.010 -0.6486
6896.118164 0.010 -0.6486
6896.484375 0.010 -0.6487
6896.850586 0.010 -0.6488
6897.216797 0.010 -0.6488
6897.583008 0.010 -0.6489
6897.949219 0.010 -0.6490
6898.315430 0.010 -0.6490
6898.681641 0.010 -0.6491
6899.047852 0.010 -0.6492
6899.414062 0.010 -0.6492
6899.780273 0.010 -0.6493
6900.146484 0.010 -0.6493
6900.512695 0.010 -0.6494
6900.878906 0.010 -0.6494
6901.245117 0.010 -0.6495
6901.611328 0.010 -0.6496
6901.977539 0.010 -0.6496
6902.343750 0.010 -0.6497
6902.709961 0.010 -0.6498
6903.076172 0.010 -0.6498
6903.442383 0.010 -0.6499
6903.808594 0.010 -0.6499
6904.174805 0.010 -0.6500
6904.541016 0.010 -0.6501
6904.907227 0.010 -0.6501
6905.273438 0.010 -0.6502
6905.639648 0.010 -0.6502
6906.005859 0.010 -0.6503
6906.372070 0.010 -0.6504
6906.738281 0.010 -0.6504
6907.104492 0.010 -0.6505
6907.470703 0.010 -0.6506
6907.836914 0.010 -0.6506
6908.203125 0.010 -0.6507
6908.569336 0.010 -0.6507
6908.935547 0.010 -0.6508
6909.301758 0.010 -0.6509
6909.667969 0.010 -0.6509
6910.034180 0.010 -0.6510
6910.400391 0.010 -0.6511
6910.766602 0.010 -0.6511
6911.132812 0.010 -0.6512
6911.499023 0.010 -0.6512
6911.865234 0.010 -0.6513
6912.231445 0.010 -0.6514
6912.597656 0.010 -0.6514
6912.963867 0.010 -0.6515
6913.330078 0.010 -0.6516
6913.696289 0.010 -0.6516
6914.062500 0.010 -0.6517
6914.428711 0.010 -0.6517
6914.794922 0.010 -0.6518
6915.161133 0.010 -0.6519
6915.527344 0.010 -0.6519
6915.893555 0.010 -0.6520
6916.259766 0.010 -0.6520
6916.625977 0.010 -0.6521
6916.992188 0.010 -0.6522
6917.358398 0.010 -0.6522
6917.724609 0.010 -0.6523
6918.090820 0.010 -0.6524
6918.457031 0.010 -0.6524
6918.823242 0.010 -0.6525
6919.189453 0.010 -0.6526
6919.555664 0.010 -0.6526
6919.921875 0.010 -0.6527
6920.288086 0.010 -0.6527
6920.654297 0.010 -0.6528
6921.020508 0.010 -0.6529
6921.386719 0.010 -0.6529
6921.752930 0.010 -0.6530
6922.119141 0.010 -0.6530
6922.485352 0.010 -0.6531
6922.851562 0.010 -0.6532
6923.217773 0.010 -0.6532
6923.583984 0.010 -0.6533
6923.950195 0.010 -0.6533
6924.316406 0.010 -0.6534
6924.682617 0.010 -0.6534
6925.048828 0.010 -0.6535
6925.415039 0.010 -0.6536
6925.781250 0.010 -0.6536
6926.147461 0.010 -0.6537
6926.513672 0.010 -0.6537
6926.879883 0.010 -0.6538
6927.246094 0.010 -0.6538
6927.612305 0.010 -0.6539
6927.978516 0.010 -0.6539
6928.344727 0.010 -0.6540
6928.710938 0.010 -0.6540
6929.077148 0.010 -0.6541
6929.443359 0.010 -0.6542
6929.809570 0.010 -0.6542
6930.175781 0.010 -0.6543
6930.541992 0.010 -0.6543
6930.908203 0.010 -0.6544
6931.274414 0.010 -0.6545
6931.640625 0.010 -0.6545
6932.006836 0.010 -0.6546
6932.373047 0.010 -0.6546
6932.739258 0.010 -0.6547
6933.105469 0.010 -0.6548
6933.471680 0.010 -0.6548
6933.837891 0.010 -0.6549
6934.204102 0.010 -0.6549
6934.570312 0.010 -0.6550
6934.936523 0.010 -0.6550
6935.302734 0.010 -0.6551
6935.668945 0.010 -0.6552
6936.035156 0.010 -0.6552
6936.401367 0.010 -0.6553
6936.767578 0.010 -0.6553
6937.133789 0.010 -0.6554
6937.500000 0.010 -0.6555
6937.866211 0.010 -0.6555
6938.232422 0.010 -0.6556
6938.598633 0.010 -0.6556
6938.964844 0.010 -0.6557
6939.331055 0.010 -0.6558
6939.697266 0.010 -0.6558
6940.063477 0.010 -0.6559
6940.429688 0.010 -0.6559
6940.795898 0.010 -0.6560
6941.162109 0.010 -0.6561
6941.528320 0.010 -0.6561
6941.894531 0.010 -0.6562
6942.260742 0.010 -0.6562
6942.626953 0.010 -0.6563
6942.993164 0.010 -0.6564
6943.359375 0.010 -0.6564
6943.725586 0.010 -0.6565
6944.091797 0.010 -0.6565
6944.458008 0.010 -0.6566
6944.824219 0.010 -0.6566
6945.190430 0.010 -0.6567
6945.556641 0.010 -0.6568
6945.922852 0.010 -0.6568
6946.289062 0.010 -0.6569
6946.655273 0.010 -0.6570
6947.021484 0.010 -0.6570
6947.387695 0.010 -0.6571
6947.753906 0.010 -0.6571
6948.120117 0.010 -0.6572
6948.486328 0.010 -0.6573
6948.852539 0.010 -0.6573
6949.218750 0.010 -0.6574
6949.584961 0.010 -0.6574
6949.951172 0.010 -0.6575
6950.317383 0.010 -0.6576
6950.683594 0.010 -0.6576
6951.049805 0.010 -0.6577
6951.416016 0.010 -0.6578
6951.782227 0.010 -0.6578
6952.148438 0.010 -0.6579
6952.514648 0.010 -0.6579
6952.880859 0.010 -0.6580
6953.247070 0.010 -0.6580
6953.613281 0.010 -0.6581
6953.979492 0.010 -0.6582
6954.345703 0.010 -0.6582
6954.711914 0.010 -0.6583
6955.078125 0.010 -0.6584
6955.444336 0.010 -0.6584
6955.810547 0.010 -0.6585
6956.176758 0.010 -0.6586
6956.542969 0.010 -0.6586
6956.909180 0.010 -0.6587
6957.275391 0.010 -0.6587
6957.641602 0.010 -0.6588
6958.007812 0.010 -0.6589
6958.374023 0.010 -0.6589
6958.740234 0.010 -0.6590
6959.106445 0.010 -0.6590
6959.472656 0.010 -0.6591
6959.838867 0.010 -0.6592
6960.205078 0.010 -0.6592
6960.571289 0.010 -0.6593
6960.937500 0.010 -0.6593
6961.303711 0.010 -0.6594
6961.669922 0.010 -0.6594
6962.036133 0.010 -0.6595
6962.402344 0.010 -0.6596
6962.768555 0.010 -0.6596
6963.134766 0.010 -0.6597
6963.500977 0.010 -0.6597
6963.867188 0.010 -0.6598
6964.233398 0.010 -0.6598
6964.599609 0.010 -0.6599
6964.965820 0.010 -0.6599
6965.332031 0.010 -0.6600
6965.698242 0.010 -0.6601
6966.064453 0.010 -0.6601
6966.430664 0.010 -0.6602
6966.796875 0.010 -0.6602
6967.163086 0.010 -0.6603
6967.529297 0.010 -0.6604
6967.895508 0.010 -0.6604
6968.261719 0.010 -0.6605
6968.627930 0.010 -0.6605
6968.994141 0.010 -0.6606
6969.360352 0.010 -0.6607
6969.726562 0.010 -0.6607
6970.092773 0.010 -0.6608
6970.458984 0.010 -0.6608
6970.825195 0.010 -0.6609
6971.191406 0.010 -0.6609
6971.557617 0.010 -0.6610
6971.923828 0.010 -0.6611
6972.290039 0.010 -0.6611
6972.656250 0.010 -0.6612
6973.022461 0.010 -0.6612
6973.388672 0.010 -0.6613
6973.754883 0.010 -0.6613
6974.121094 0.010 -0.6614
6974.487305 0.010 -0.6614
6974.853516 0.010 -0.6615
6975.219727 0.010 -0.6616
6975.585938 0.010 -0.6616
6975.952148 0.010 -0.6617
6976.318359 0.010 -0.6617
6976.684570 0.010 -0.6618
6977.050781 0.010 -0.6618
6977.416992 0.010 -0.6619
6977.783203 0.010 -0.6620
6978.149414 0.010 -0.6620
6978.515625 0.010 -0.6621
6978.881836 0.010 -0.6621
6979.248047 0.010 -0.6622
6979.614258 0.010 -0.6623
6979.980469 0.010 -0.6623
6980.346680 0.010 -0.6624
6980.712891 0.010 -0.6624
6981.079102 0.010 -0.6625
6981.445312 0.010 -0.6625
6981.811523 0.010 -0.6626
6982.177734 0.010 -0.6626
6982.543945 0.010 -0.6627
6982.910156 0.010 -0.6628
6983.276367 0.010 -0.6628
6983.642578 0.010 -0.6629
6984.008789 0.010 -0.6630
6984.375000 0.010 -0.6630
6984.741211 0.010 -0.6631
6985.107422 0.010 -0.6631
6985.473633 0.010 -0.6632
6985.839844 0.010 -0.6632
6986.206055 0.010 -0.6633
6986.572266 0.010 -0.6633
6986.938477 0.010 -0.6634
6987.304688 0.010 -0.6634
6987.670898 0.010 -0.6635
6988.037109 0.010 -0.6635
6988.403320 0.010 -0.6636
6988.769531 0.010 -0.6636
6989.135742 0.010 -0.6637
6989.501953 0.010 -0.6637
6989.868164 0.010 -0.6638
6990.234375 0.010 -0.6638
6990.600586 0.010 -0.6639
6990.966797 0.010 -0.6639
6991.333008 0.010 -0.6640
6991.699219 0.010 -0.6640
6992.065430 0.010 -0.6641
6992.431641 0.010 -0.6641
6992.797852 0.010 -0.6642
6993.164062 0.010 -0.6642
6993.530273 0.010 -0.6643
6993.896484 0.010 -0.6643
6994.262695 0.010 -0.6644
6994.628906 0.010 -0.6644
6994.995117 0.010 -0.6645
6995.361328 0.010 -0.6646
6995.727539 0.010 -0.6646
6996.093750 0.010 -0.6647
6996.459961 0.010 -0.6647
6996.826172 0.010 -0.6648
6997.192383 0.010 -0.6648
6997.558594 0.010 -0.6649
6997.924805 0.010 -0.6650
6998.291016 0.010 -0.6650
6998.657227 0.010 -0.6651
6999.023438 0.010 -0.6651
6999.389648 0.010 -0.6652
6999.755859 0.010 -0.6652
7000.122070 0.010 -0.6653
7000.488281 0.010 -0.6653
7000.854492 0.010 -0.6654
7001.220703 0.010 -0.6654
7001.586914 0.010 -0.6655
7001.953125 0.010 -0.6656
7002.319336 0.010 -0.6656
7002.685547 0.010 -0.6657
7003.051758 0.010 -0.6657
7003.417969 0.010 -0.6658
7003.784180 0.010 -0.6658
7004.150391 0.010 -0.6659
7004.516602 0.010 -0.6659
7004.882812 0.010 -0.6660
7005.249023 0.010 -0.6660
7005.615234 0.010 -0.6661
7005.981445 0.010 -0.6661
7006.347656 0.010 -0.6662
7006.713867 0.010 -0.6662
7007.080078 0.010 -0.6663
7007.446289 0.010 -0.6664
7007.812500 0.010 -0.6664
7008.178711 0.010 -0.6665
7008.544922 0.010 -0.6665
7008.911133 0.010 -0.6666
7009.277344 0.010 -0.6666
7009.643555 0.010 -0.6667
7010.009766 0.010 -0.6668
7010.375977 0.010 -0.6668
7010.742188 0.010 -0.6669
7011.108398 0.010 -0.6669
7011.474609 0.010 -0.6670
7011.840820 0.010 -0.6670
7012.207031 0.010 -0.6671
7012.573242 0.010 -0.6672
7012.939453 0.010 -0.6672
7013.305664 0.010 -0.6673
7013.671875 0.010 -0.6673
7014.038086 0.010 -0.6674
7014.404297 0.010 -0.6674
7014.770508 0.010 -0.6675
7015.136719 0.010 -0.6675
7015.502930 0.010 -0.6676
7015.869141 0.010 -0.6676
7016.235352 0.010 -0.6677
7016.601562 0.010 -0.6677
7016.967773 0.010 -0.6678
7017.333984 0.010 -0.6678
7017.700195 0.010 -0.6679
7018.066406 0.010 -0.6679
7018.432617 0.010 -0.6680
7018.798828 0.010 -0.6681
7019.165039 0.010 -0.6681
7019.531250 0.010 -0.6681
7019.897461 0.010 -0.6682
7020.263672 0.010 -0.6682
7020.629883 0.010 -0.6683
7020.996094 0.010 -0.6683
7021.362305 0.010 -0.6684
7021.728516 0.010 -0.6685
7022.094727 0.010 -0.6685
7022.460938 0.010 -0.6686
7022.827148 0.010 -0.6686
7023.193359 0.010 -0.6687
7023.559570 0.010 -0.6687
7023.925781 0.010 -0.6688
7024.291992 0.010 -0.6689
7024.658203 0.010 -0.6689
7025.024414 0.010 -0.6690
7025.390625 0.010 -0.6690
7025.756836 0.010 -0.6691
7026.123047 0.010 -0.6691
7026.489258 0.010 -0.6692
7026.855469 0.010 -0.6693
7027.221680 0.010 -0.6693
7027.587891 0.010 -0.6694
7027.954102 0.010 -0.6694
7028.320312 0.010 -0.6695
7028.686523 0.010 -0.6695
7029.052734 0.010 -0.6696
7029.418945 0.010 -0.6696
7029.785156 0.010 -0.6697
7030.151367 0.010 -0.6698
7030.517578 0.010 -0.6698
7030.883789 0.010 -0.6699
7031.250000 0.010 -0.6699
7031.616211 0.010 -0.6700
7031.982422 0.010 -0.6700
7032.348633 0.010 -0.6701
7032.714844 0.010 -0.6701
7033.081055 0.010 -0.6702
7033.447266 0.010 -0.6702
7033.813477 0.010 -0.6703
7034.179688 0.010 -0.6703
7034.545898 0.010 -0.6704
7034.912109 0.010 -0.6704
7035.278320 0.010 -0.6705
7035.644531 0.010 -0.6705
7036.010742 0.010 -0.6706
7036.376953 0.010 -0.6706
7036.743164 0.010 -0.6707
7037.109375 0.010 -0.6707
7037.475586 0.010 -0.6708
7037.841797 0.010 -0.6708
7038.208008 0.010 -0.6709
7038.574219 0.010 -0.6710
7038.940430 0.010 -0.6710
7039.306641 0.010 -0.6711
7039.672852 0.010 -0.6711
7040.039062 0.010 -0.6712
7040.405273 0.010 -0.6712
7040.771484 0.010 -0.6713
7041.137695 0.010 -0.6713
7041.503906 0.010 -0.6714
7041.870117 0.010 -0.6714
7042.236328 0.010 -0.6715
7042.602539 0.010 -0.6715
7042.968750 0.010 -0.6716
7043.334961 0.010 -0.6716
7043.701172 0.010 -0.6716
7044.067383 0.010 -0.6717
7044.433594 0.010 -0.6717
7044.799805 0.010 -0.6718
7045.166016 0.010 -0.6719
7045.532227 0.010 -0.6719
7045.898438 0.010 -0.6720
7046.264648 0.010 -0.6720
7046.630859 0.010 -0.6720
7046.997070 0.010 -0.6721
7047.363281 0.010 -0.6721
7047.729492 0.010 -0.6722
7048.095703 0.010 -0.6722
7048.461914 0.010 -0.6723
7048.828125 0.010 -0.6723
7049.194336 0.010 -0.6724
7049.560547 0.010 -0.6724
7049.926758 0.010 -0.6725
7050.292969 0.010 -0.6725
7050.659180 0.010 -0.6725
7051.025391 0.010 -0.6726
7051.391602 0.010 -0.6726
7051.757812 0.010 -0.6727
7052.124023 0.010 -0.6727
7052.490234 0.010 -0.6728
7052.856445 0.010 -0.6728
7053.222656 0.010 -0.6729
7053.588867 0.010 -0.6729
7053.955078 0.010 -0.6730
7054.321289 0.010 -0.6730
7054.687500 0.010 -0.6730
7055.053711 0.010 -0.6731
7055.419922 0.010 -0.6731
7055.786133 0.010 -0.6732
7056.152344 0.010 -0.6732
7056.518555 0.010 -0.6732
7056.884766 0.010 -0.6733
7057.250977 0.010 -0.6733
7057.617188 0.010 -0.6734
7057.983398 0.010 -0.6734
7058.349609 0.010 -0.6734
7058.715820 0.010 -0.6735
7059.082031 0.010 -0.6735
7059.448242 0.010 -0.6736
7059.814453 0.010 -0.6736
7060.180664 0.010 -0.6737
7060.546875 0.010 -0.6737
7060.913086 0.010 -0.6737
7061.279297 0.010 -0.6738
7061.645508 0.010 -0.6738
7062.011719 0.010 -0.6739
7062.377930 0.010 -0.6739
7062.744141 0.010 -0.6740
7063.110352 0.010 -0.6740
7063.476562 0.010 -0.6741
7063.842773 0.010 -0.6741
7064.208984 0.010 -0.6741
7064.575195 0.010 -0.6742
7064.941406 0.010 -0.6742
7065.307617 0.010 -0.6743
7065.673828 0.010 -0.6743
7066.040039 0.010 -0.6744
7066.406250 0.010 -0.6744
7066.772461 0.010 -0.6745
7067.138672 0.010 -0.6745
7067.504883 0.010 -0.6746
7067.871094 0.010 -0.6746
7068.237305 0.010 -0.6747
7068.603516 0.010 -0.6747
7068.969727 0.010 -0.6748
7069.335938 0.010 -0.6748
7069.702148 0.010 -0.6749
7070.068359 0.010 -0.6749
7070.434570 0.010 -0.6750
7070.800781 0.010 -0.6750
7071.166992 0.010 -0.6751
7071.533203 0.010 -0.6751
7071.899414 0.010 -0.6751
7072.265625 0.010 -0.6752
7072.631836 0.010 -0.6752
7072.998047 0.010 -0.6753
7073.364258 0.010 -0.6753
7073.730469 0.010 -0.6754
7074.096680 0.010 -0.6754
7074.462891 0.010 -0.6755
7074.829102 0.010 -0.6755
7075.195312 0.010 -0.6756
7075.561523 0.010 -0.6756
7075.927734 0.010 -0.6757
7076.293945 0.010 -0.6757
7076.660156 0.010 -0.6758
7077.026367 0.010 -0.6759
7077.392578 0.010 -0.6759
7077.758789 0.010 -0.6760
7078.125000 0.010 -0.6760
7078.491211 0.010 -0.6761
7078.857422 0.010 -0.6762
7079.223633 0.010 -0.6762
7079.589844 0.010 -0.6763
7079.956055 0.010 -0.6763
7080.322266 0.010 -0.6764
7080.688477 0.010 -0.6765
7081.054688 0.010 -0.6765
7081.420898 0.010 -0.6765
7081.787109 0.010 -0.6766
7082.153320 0.010 -0.6767
7082.519531 0.010 -0.6767
7082.885742 0.010 -0.6768
7083.251953 0.010 -0.6769
7083.618164 0.010 -0.6769
7083.984375 0.010 -0.6770
7084.350586 0.010 -0.6770
7084.716797 0.010 -0.6771
7085.083008 0.010 -0.6771
7085.449219 0.010 -0.6772
7085.815430 0.010 -0.6773
7086.181641 0.010 -0.6773
7086.547852 0.010 -0.6774
7086.914062 0.010 -0.6774
7087.280273 0.010 -0.6775
7087.646484 0.010 -0.6775
7088.012695 0.010 -0.6776
7088.378906 0.010 -0.6776
7088.745117 0.010 -0.6777
7089.111328 0.010 -0.6778
7089.477539 0.010 -0.6778
7089.843750 0.010 -0.6779
7090.209961 0.010 -0.6779
7090.576172 0.010 -0.6780
7090.942383 0.010 -0.6780
7091.308594 0.010 -0.6781
7091.674805 0.010 -0.6782
7092.041016 0.010 -0.6782
7092.407227 0.010 -0.6783
7092.773438 0.010 -0.6783
7093.139648 0.010 -0.6784
7093.505859 0.010 -0.6784
7093.872070 0.010 -0.6785
7094.238281 0.010 -0.6785
7094.604492 0.010 -0.6786
7094.970703 0.010 -0.6787
7095.336914 0.010 -0.6787
7095.703125 0.010 -0.6788
7096.069336 0.010 -0.6788
7096.435547 0.010 -0.6789
7096.801758 0.010 -0.6789
7097.167969 0.010 -0.6790
7097.534180 0.010 -0.6790
7097.900391 0.010 -0.6791
7098.266602 0.010 -0.6791
7098.632812 0.010 -0.6792
7098.999023 0.010 -0.6792
7099.365234 0.010 -0.6793
7099.731445 0.010 -0.6793
7100.097656 0.010 -0.6794
7100.463867 0.010 -0.6794
7100.830078 0.010 -0.6795
7101.196289 0.010 -0.6795
7101.562500 0.010 -0.6796
7101.928711 0.010 -0.6796
7102.294922 0.010 -0.6797
7102.661133 0.010 -0.6797
7103.027344 0.010 -0.6797
7103.393555 0.010 -0.6798
7103.759766 0.010 -0.6798
7104.125977 0.010 -0.6799
7104.492188 0.010 -0.6799
7104.858398 0.010 -0.6800
7105.224609 0.010 -0.6800
7105.590820 0.010 -0.6801
7105.957031 0.010 -0.6801
7106.323242 0.010 -0.6802
7106.689453 0.010 -0.6802
7107.055664 0.010 -0.6803
7107.421875 0.010 -0.6803
7107.788086 0.010 -0.6803
7108.154297 0.010 -0.6804
7108.520508 0.010 -0.6804
7108.886719 0.010 -0.6805
7109.252930 0.010 -0.6805
7109.619141 0.010 -0.6806
7109.985352 0.010 -0.6806
7110.351562 0.010 -0.6807
7110.717773 0.010 -0.6807
7111.083984 0.010 -0.6807
7111.450195 0.010 -0.6808
7111.816406 0.010 -0.6808
7112.182617 0.010 -0.6809
7112.548828 0.010 -0.6809
7112.915039 0.010 -0.6810
7113.281250 0.010 -0.6810
7113.647461 0.010 -0.6811
7114.013672 0.010 -0.6811
7114.379883 0.010 -0.6812
7114.746094 0.010 -0.6812
7115.112305 0.010 -0.6812
7115.478516 0.010 -0.6813
7115.844727 0.010 -0.6814
7116.210938 0.010 -0.6814
7116.577148 0.010 -0.6814
7116.943359 0.010 -0.6815
7117.309570 0.010 -0.6815
7117.675781 0.010 -0.6816
7118.041992 0.010 -0.6816
7118.408203 0.010 -0.6817
7118.774414 0.010 -0.6817
7119.140625 0.010 -0.6818
7119.506836 0.010 -0.6818
7119.873047 0.010 -0.6818
7120.239258 0.010 -0.6819
7120.605469 0.010 -0.6819
7120.971680 0.010 -0.6820
7121.337891 0.010 -0.6820
7121.704102 0.010 -0.6821
7122.070312 0.010 -0.6821
7122.436523 0.010 -0.6821
7122.802734 0.010 -0.6822
7123.168945 0.010 -0.6822
7123.535156 0.010 -0.6823
7123.901367 0.010 -0.6823
7124.267578 0.010 -0.6824
7124.633789 0.010 -0.6824
7125.000000 0.010 -0.6824
7125.366211 0.010 -0.6825
7125.732422 0.010 -0.6825
7126.098633 0.010 -0.6826
7126.464844 0.010 -0.6826
7126.831055 0.010 -0.6827
7127.197266 0.010 -0.6827
7127.563477 0.010 -0.6828
7127.929688 0.010 -0.6828
7128.295898 0.010 -0.6829
7128.662109 0.010 -0.6830
7129.028320 0.010 -0.6830
7129.394531 0.010 -0.6831
7129.760742 0.010 -0.6831
7130.126953 0.010 -0.6832
7130.493164 0.010 -0.6832
7130.859375 0.010 -0.6833
7131.225586 0.010 -0.6833
7131.591797 0.010 -0.6834
7131.958008 0.010 -0.6834
7132.324219 0.010 -0.6835
7132.690430 0.010 -0.6835
7133.056641 0.010 -0.6836
7133.422852 0.010 -0.6836
7133.789062 0.010 -0.6837
7134.155273 0.010 -0.6837
7134.521484 0.010 -0.6838
7134.887695 0.010 -0.6838
7135.253906 0.010 -0.6839
7135.620117 0.010 -0.6839
7135.986328 0.010 -0.6840
7136.352539 0.010 -0.6840
7136.718750 0.010 -0.6841
7137.084961 0.010 -0.6841
7137.451172 0.010 -0.6842
7137.817383 0.010 -0.6842
7138.183594 0.010 -0.6843
7138.549805 0.010 -0.6844
7138.916016 0.010 -0.6844
7139.282227 0.010 -0.6845
7139.648438 0.010 -0.6845
7140.014648 0.010 -0.6845
7140.380859 0.010 -0.6846
7140.747070 0.010 -0.6846
7141.113281 0.010 -0.6847
7141.479492 0.010 -0.6847
7141.845703 0.010 -0.6848
7142.211914 0.010 -0.6848
7142.578125 0.010 -0.6849
7142.944336 0.010 -0.6849
7143.310547 0.010 -0.6850
7143.676758 0.010 -0.6850
7144.042969 0.010 -0.6851
7144.409180 0.010 -0.6851
7144.775391 0.010 -0.6851
7145.141602 0.010 -0.6852
7145.507812 0.010 -0.6852
7145.874023 0.010 -0.6853
7146.240234 0.010 -0.6853
7146.606445 0.010 -0.6854
7146.972656 0.010 -0.6854
7147.338867 0.010 -0.6855
7147.705078 0.010 -0.6855
7148.071289 0.010 -0.6856
7148.437500 0.010 -0.6856
7148.803711 0.010 -0.6856
7149.169922 0.010 -0.6857
7149.536133 0.010 -0.6857
7149.902344 0.010 -0.6858
7150.268555 0.010 -0.6858
7150.634766 0.010 -0.6859
7151.000977 0.010 -0.6859
7151.367188 0.010 -0.6860
7151.733398 0.010 -0.6860
7152.099609 0.010 -0.6860
7152.465820 0.010 -0.6861
7152.832031 0.010 -0.6861
7153.198242 0.010 -0.6862
7153.564453 0.010 -0.6862
7153.930664 0.010 -0.6862
7154.296875 0.010 -0.6863
7154.663086 0.010 -0.6863
7155.029297 0.010 -0.6864
7155.395508 0.010 -0.6864
7155.761719 0.010 -0.6864
7156.127930 0.010 -0.6865
7156.494141 0.010 -0.6865
7156.860352 0.010 -0.6865
7157.226562 0.010 -0.6866
7157.592773 0.010 -0.6866
7157.958984 0.010 -0.6866
7158.325195 0.010 -0.6866
7158.691406 0.010 -0.6867
7159.057617 0.010 -0.6867
7159.423828 0.010 -0.6868
7159.790039 0.010 -0.6868
7160.156250 0.010 -0.6868
7160.522461 0.010 -0.6869
7160.888672 0.010 -0.6869
7161.254883 0.010 -0.6869
7161.621094 0.010 -0.6870
7161.987305 0.010 -0.6870
7162.353516 0.010 -0.6870
7162.719727 0.010 -0.6871
7163.085938 0.010 -0.6871
7163.452148 0.010 -0.6872
7163.818359 0.010 -0.6872
7164.184570 0.010 -0.6872
7164.550781 0.010 -0.6873
7164.916992 0.010 -0.6873
7165.283203 0.010 -0.6874
7165.649414 0.010 -0.6874
7166.015625 0.010 -0.6874
7166.381836 0.010 -0.6875
7166.748047 0.010 -0.6875
7167.114258 0.010 -0.6876
7167.480469 0.010 -0.6876
7167.846680 0.010 -0.6876
7168.212891 0.010 -0.6877
7168.579102 0.010 -0.6877
7168.945312 0.010 -0.6877
7169.311523 0.010 -0.6878
7169.677734 0.010 -0.6878
7170.043945 0.010 -0.6879
7170.410156 0.010 -0.6879
7170.776367 0.010 -0.6879
7171.142578 0.010 -0.6880
7171.508789 0.010 -0.6880
7171.875000 0.010 -0.6881
7172.241211 0.010 -0.6881
7172.607422 0.010 -0.6881
7172.973633 0.010 -0.6882
7173.339844 0.010 -0.6882
7173.706055 0.010 -0.6882
7174.072266 0.010 -0.6883
7174.438477 0.010 -0.6883
7174.804688 0.010 -0.6883
7175.170898 0.010 -0.6884
7175.537109 0.010 -0.6884
7175.903320 0.010 -0.6884
7176.269531 0.010 -0.6885
7176.635742 0.010 -0.6885
7177.001953 0.010 -0.6886
7177.368164 0.010 -0.6886
7177.734375 0.010 -0.6886
7178.100586 0.010 -0.6886
7178.466797 0.010 -0.6887
7178.833008 0.010 -0.6887
7179.199219 0.010 -0.6887
7179.565430 0.010 -0.6888
7179.931641 0.010 -0.6888
7180.297852 0.010 -0.6889
7180.664062 0.010 -0.6889
7181.030273 0.010 -0.6889
7181.396484 0.010 -0.6890
7181.762695 0.010 -0.6890
7182.128906 0.010 -0.6890
7182.495117 0.010 -0.6891
7182.861328 0.010 -0.6891
7183.227539 0.010 -0.6892
7183.593750 0.010 -0.6892
7183.959961 0.010 -0.6892
7184.326172 0.010 -0.6893
7184.692383 0.010 -0.6893
7185.058594 0.010 -0.6893
7185.424805 0.010 -0.6894
7185.791016 0.010 -0.6894
7186.157227 0.010 -0.6895
7186.523438 0.010 -0.6895
7186.889648 0.010 -0.6895
7187.255859 0.010 -0.6895
7187.622070 0.010 -0.6896
7187.988281 0.010 -0.6896
7188.354492 0.010 -0.6896
7188.720703 0.010 -0.6897
7189.086914 0.010 -0.6897
7189.453125 0.010 -0.6897
7189.819336 0.010 -0.6898
7190.185547 0.010 -0.6898
7190.551758 0.010 -0.6898
7190.917969 0.010 -0.6899
7191.284180 0.010 -0.6899
7191.650391 0.010 -0.6899
7192.016602 0.010 -0.6900
7192.382812 0.010 -0.6900
