"Sens Factor =3.8092dB, AGain =18dB, SERNO: 7072823"
94.377	0.8253
95.552	0.8086
96.742	0.7927
97.946	0.7778
99.165	0.7638
100.4	0.7509
101.65	0.7388
102.915	0.7277
104.196	0.7175
105.493	0.7082
106.806	0.6998
108.136	0.6922
109.482	0.6854
110.845	0.6794
112.225	0.6740
113.622	0.6692
115.037	0.6648
116.469	0.6608
117.919	0.6572
119.386	0.6540
120.873	0.6509
122.377	0.6480
123.901	0.6454
125.443	0.6429
127.005	0.6406
128.586	0.6385
130.187	0.6364
131.807	0.6343
133.448	0.6321
135.109	0.6298
136.791	0.6271
138.494	0.6243
140.218	0.6214
141.964	0.6183
143.731	0.6152
145.52	0.6120
147.332	0.6086
149.166	0.6050
151.023	0.6012
152.903	0.5971
154.806	0.5927
156.734	0.5879
158.685	0.5830
160.66	0.5779
162.66	0.5727
164.685	0.5677
166.735	0.5629
168.811	0.5584
170.912	0.5543
173.04	0.5503
175.194	0.5463
177.375	0.5424
179.583	0.5383
181.819	0.5342
184.082	0.5301
186.374	0.5262
188.694	0.5226
191.043	0.5198
193.421	0.5179
195.829	0.5168
198.267	0.5165
200.735	0.5169
203.234	0.5178
205.764	0.5191
208.325	0.5206
210.919	0.5220
213.544	0.5232
216.203	0.5239
218.894	0.5240
221.619	0.5236
224.378	0.5224
227.171	0.5207
229.999	0.5181
232.862	0.5147
235.761	0.5104
238.696	0.5053
241.668	0.4994
244.676	0.4931
247.722	0.4866
250.806	0.4801
253.928	0.4739
257.089	0.4683
260.29	0.4631
263.53	0.4585
266.81	0.4543
270.132	0.4506
273.495	0.4471
276.899	0.4437
280.346	0.4401
283.836	0.4365
287.37	0.4329
290.947	0.4297
294.569	0.4265
298.236	0.4236
301.949	0.4209
305.708	0.4179
309.513	0.4144
313.366	0.4102
317.267	0.4049
321.217	0.3982
325.216	0.3904
329.264	0.3816
333.363	0.3721
337.513	0.3619
341.715	0.3512
345.969	0.3406
350.276	0.3302
354.636	0.3202
359.051	0.3106
363.521	0.3014
368.046	0.2922
372.628	0.2826
377.266	0.2722
381.963	0.2613
386.718	0.2504
391.532	0.2402
396.406	0.2317
401.341	0.2254
406.337	0.2208
411.395	0.2173
416.517	0.2143
421.702	0.2112
426.951	0.2078
432.266	0.2043
437.648	0.2004
443.096	0.1962
448.612	0.1917
454.196	0.1870
459.851	0.1823
465.575	0.1776
471.371	0.1728
477.239	0.1680
483.18	0.1631
489.195	0.1582
495.285	0.1533
501.45	0.1485
507.693	0.1438
514.013	0.1395
520.412	0.1355
526.89	0.1319
533.449	0.1285
540.09	0.1255
546.814	0.1226
553.621	0.1199
560.513	0.1172
567.49	0.1146
574.555	0.1118
581.707	0.1087
588.949	0.1054
596.281	0.1022
603.703	0.0993
611.219	0.0970
618.828	0.0959
626.531	0.0965
634.331	0.0985
642.228	0.1014
650.222	0.1044
658.317	0.1064
666.512	0.1070
674.809	0.1063
683.21	0.1047
691.715	0.1027
700.326	0.1004
709.044	0.0981
717.871	0.0956
726.807	0.0929
735.855	0.0902
745.016	0.0875
754.29	0.0847
763.68	0.0820
773.187	0.0794
782.812	0.0768
792.557	0.0743
802.424	0.0719
812.413	0.0696
822.526	0.0674
832.766	0.0655
843.133	0.0636
853.629	0.0620
864.255	0.0603
875.014	0.0587
885.907	0.0568
896.935	0.0545
908.101	0.0520
919.406	0.0490
930.851	0.0457
942.439	0.0420
954.171	0.0378
966.049	0.0330
978.076	0.0273
990.251	0.0209
1002.579	0.0138
1015.06	0.0063
1027.696	-0.0015
1040.489	-0.0093
1053.442	-0.0170
1066.556	-0.0246
1079.833	-0.0319
1093.276	-0.0389
1106.886	-0.0456
1120.665	-0.0518
1134.616	-0.0575
1148.741	-0.0626
1163.041	-0.0672
1177.519	-0.0712
1192.178	-0.0747
1207.019	-0.0776
1222.045	-0.0802
1237.258	-0.0825
1252.66	-0.0845
1268.254	-0.0863
1284.042	-0.0879
1300.027	-0.0894
1316.211	-0.0907
1332.596	-0.0919
1349.185	-0.0930
1365.981	-0.0940
1382.985	-0.0949
1400.202	-0.0958
1417.633	-0.0966
1435.28	-0.0973
1453.148	-0.0977
1471.238	-0.0977
1489.553	-0.0972
1508.096	-0.0963
1526.87	-0.0948
1545.877	-0.0928
1565.121	-0.0902
1584.605	-0.0869
1604.332	-0.0827
1624.303	-0.0774
1644.524	-0.0710
1664.996	-0.0637
1685.723	-0.0557
1706.708	-0.0473
1727.955	-0.0386
1749.466	-0.0298
1771.244	-0.0207
1793.294	-0.0114
1815.618	-0.0020
1838.221	0.0077
1861.104	0.0178
1884.272	0.0282
1907.729	0.0390
1931.478	0.0505
1955.523	0.0625
1979.866	0.0753
2004.513	0.0886
2029.467	0.1025
2054.731	0.1167
2080.31	0.1308
2106.207	0.1446
2132.427	0.1582
2158.973	0.1718
2185.849	0.1854
2213.06	0.1992
2240.61	0.2127
2268.503	0.2256
2296.743	0.2374
2325.334	0.2480
2354.282	0.2578
2383.59	0.2678
2413.262	0.2783
2443.305	0.2893
2473.721	0.3009
2504.515	0.3131
2535.693	0.3256
2567.26	0.3384
2599.219	0.3512
2631.576	0.3642
2664.335	0.3771
2697.503	0.3900
2731.084	0.4032
2765.082	0.4169
2799.504	0.4311
2834.354	0.4458
2869.638	0.4612
2905.362	0.4772
2941.53	0.4936
2978.148	0.5105
3015.222	0.5278
3052.758	0.5453
3090.761	0.5630
3129.237	0.5808
3168.192	0.5989
3207.632	0.6170
3247.563	0.6352
3287.991	0.6537
3328.923	0.6724
3370.364	0.6916
3412.32	0.7116
3454.799	0.7330
3497.807	0.7558
3541.351	0.7799
3585.436	0.8048
3630.07	0.8302
3675.26	0.8558
3721.012	0.8816
3767.334	0.9081
3814.233	0.9356
3861.715	0.9641
3909.789	0.9932
3958.46	1.0221
4007.738	1.0507
4057.63	1.0791
4108.142	1.1074
4159.283	1.1359
4211.061	1.1647
4263.483	1.1937
4316.559	1.2232
4370.294	1.2532
4424.699	1.2838
4479.781	1.3151
4535.548	1.3468
4592.01	1.3789
4649.175	1.4111
4707.051	1.4434
4765.648	1.4757
4824.975	1.5079
4885.039	1.5400
4945.852	1.5719
5007.421	1.6037
5069.757	1.6348
5132.87	1.6649
5196.768	1.6939
5261.46	1.7218
5326.959	1.7484
5393.273	1.7736
5460.413	1.7973
5528.388	1.8195
5597.209	1.8403
5666.887	1.8596
5737.433	1.8777
5808.857	1.8948
5881.169	1.9113
5954.383	1.9276
6028.507	1.9439
6103.555	1.9607
6179.536	1.9781
6256.464	1.9963
6334.349	2.0153
6413.204	2.0354
6493.04	2.0566
6573.87	2.0786
6655.706	2.1011
6738.562	2.1235
6822.448	2.1451
6907.379	2.1656
6993.367	2.1841
7080.426	2.1995
7168.568	2.2100
7257.808	2.2144
7348.158	2.2118
7439.633	2.2017
7532.248	2.1832
7626.015	2.1582
7720.949	2.1299
7817.065	2.1008
7914.377	2.0723
8012.901	2.0448
8112.652	2.0187
8213.645	1.9929
8315.894	1.9662
8419.416	1.9378
8524.228	1.9074
8630.343	1.8739
8737.78	1.8375
8846.555	1.7995
8956.683	1.7608
9068.182	1.7220
9181.069	1.6835
9295.362	1.6453
9411.078	1.6073
9528.233	1.5689
9646.849	1.5295
9766.939	1.4887
9888.525	1.4460
10011.625	1.4011
10136.257	1.3538
10262.44	1.3040
10390.195	1.2520
10519.54	1.1978
10650.495	1.1419
10783.08	1.0843
10917.316	1.0250
11053.223	0.9642
11190.821	0.9026
11330.133	0.8402
11471.179	0.7770
11613.98	0.7131
11758.561	0.6501
11904.939	0.5900
12053.141	0.5341
12203.188	0.4837
12355.102	0.4395
12508.907	0.4022
12664.627	0.3701
12822.286	0.3399
12981.907	0.3089
13143.516	0.2760
13307.136	0.2406
13472.793	0.2023
13640.512	0.1617
13810.319	0.1205
13982.24	0.0796
14156.302	0.0397
14332.529	0.0021
14510.951	-0.0335
14691.595	-0.0680
14874.486	-0.1022
15059.655	-0.1365
15247.129	-0.1711
15436.937	-0.2060
15629.106	-0.2411
15823.669	-0.2758
16020.654	-0.3098
16220.091	-0.3427
16422.01	-0.3741
16626.443	-0.4042
16833.422	-0.4326
17042.977	-0.4603
17255.141	-0.4865
17469.945	-0.5119
17687.424	-0.5355
17907.609	-0.5510
18130.537	-0.5666
18356.24	-0.5822
18584.752	-0.5981
18816.107	-0.6141
19050.346	-0.6295
19287.498	-0.6438
19527.604	-0.6573
19770.697	-0.6701
20016.816	-0.6824

